year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit
2016,F,Wholesale Trade,f_50-99,Total assets,6114,DOLLARS(millions)
2016,F,Wholesale Trade,f_50-99,Fixed tangible assets,479,DOLLARS(millions)
2016,F,Wholesale Trade,g_100-199,Activity unit,69,COUNT
2016,F,Wholesale Trade,g_100-199,Rolling mean employees,9015,COUNT
2016,F,Wholesale Trade,g_100-199,Salaries and wages paid,580,DOLLARS(millions)
2016,F,Wholesale Trade,g_100-199,"Sales, government funding, grants and subsidies",5860,DOLLARS(millions)
2016,F,Wholesale Trade,g_100-199,Total income,6041,DOLLARS(millions)
2016,F,Wholesale Trade,g_100-199,Total expenditure,5671,DOLLARS(millions)
2016,F,Wholesale Trade,g_100-199,Operating profit before tax,390,DOLLARS(millions)
2016,F,Wholesale Trade,g_100-199,Total assets,3701,DOLLARS(millions)
2016,F,Wholesale Trade,g_100-199,Fixed tangible assets,294,DOLLARS(millions)
2016,F,Wholesale Trade,h_200+,Activity unit,57,COUNT
2016,F,Wholesale Trade,h_200+,Rolling mean employees,26289,COUNT
2016,F,Wholesale Trade,h_200+,Salaries and wages paid,1739,DOLLARS(millions)
2016,F,Wholesale Trade,h_200+,"Sales, government funding, grants and subsidies",30185,DOLLARS(millions)
2016,F,Wholesale Trade,h_200+,Total income,30393,DOLLARS(millions)
2016,F,Wholesale Trade,h_200+,Total expenditure,29911,DOLLARS(millions)
2016,F,Wholesale Trade,h_200+,Operating profit before tax,534,DOLLARS(millions)
2016,F,Wholesale Trade,h_200+,Total assets,10737,DOLLARS(millions)
2016,F,Wholesale Trade,h_200+,Fixed tangible assets,1541,DOLLARS(millions)
2016,F,Wholesale Trade,i_Industry_Total,Activity unit,17754,COUNT
2016,F,Wholesale Trade,i_Industry_Total,Rolling mean employees,106695,COUNT
2016,F,Wholesale Trade,i_Industry_Total,Salaries and wages paid,7084,DOLLARS(millions)
2016,F,Wholesale Trade,i_Industry_Total,"Sales, government funding, grants and subsidies",91094,DOLLARS(millions)
2016,F,Wholesale Trade,i_Industry_Total,Total income,92193,DOLLARS(millions)
2016,F,Wholesale Trade,i_Industry_Total,Total expenditure,88362,DOLLARS(millions)
2016,F,Wholesale Trade,i_Industry_Total,Operating profit before tax,4135,DOLLARS(millions)
2016,F,Wholesale Trade,i_Industry_Total,Total assets,44343,DOLLARS(millions)
2016,F,Wholesale Trade,i_Industry_Total,Fixed tangible assets,5108,DOLLARS(millions)
2016,G,Retail Trade,a_0,Activity unit,12228,COUNT
2016,G,Retail Trade,a_0,Rolling mean employees,0,COUNT
2016,G,Retail Trade,a_0,Salaries and wages paid,260,DOLLARS(millions)
2016,G,Retail Trade,a_0,"Sales, government funding, grants and subsidies",3381,DOLLARS(millions)
2016,G,Retail Trade,a_0,Total income,3416,DOLLARS(millions)
2016,G,Retail Trade,a_0,Total expenditure,3203,DOLLARS(millions)
2016,G,Retail Trade,a_0,Operating profit before tax,C,DOLLARS(millions)
2016,G,Retail Trade,a_0,Total assets,2509,DOLLARS(millions)
2016,G,Retail Trade,a_0,Fixed tangible assets,922,DOLLARS(millions)
2016,G,Retail Trade,b_1-5,Activity unit,10671,COUNT
2016,G,Retail Trade,b_1-5,Rolling mean employees,23364,COUNT
2016,G,Retail Trade,b_1-5,Salaries and wages paid,806,DOLLARS(millions)
2016,G,Retail Trade,b_1-5,"Sales, government funding, grants and subsidies",7693,DOLLARS(millions)
2016,G,Retail Trade,b_1-5,Total income,7753,DOLLARS(millions)
2016,G,Retail Trade,b_1-5,Total expenditure,7368,DOLLARS(millions)
2016,G,Retail Trade,b_1-5,Operating profit before tax,394,DOLLARS(millions)
2016,G,Retail Trade,b_1-5,Total assets,3601,DOLLARS(millions)
2016,G,Retail Trade,b_1-5,Fixed tangible assets,670,DOLLARS(millions)
2016,G,Retail Trade,c_6-9,Activity unit,2253,COUNT
2016,G,Retail Trade,c_6-9,Rolling mean employees,16275,COUNT
2016,G,Retail Trade,c_6-9,Salaries and wages paid,576,DOLLARS(millions)
2016,G,Retail Trade,c_6-9,"Sales, government funding, grants and subsidies",4461,DOLLARS(millions)
2016,G,Retail Trade,c_6-9,Total income,4486,DOLLARS(millions)
2016,G,Retail Trade,c_6-9,Total expenditure,4375,DOLLARS(millions)
2016,G,Retail Trade,c_6-9,Operating profit before tax,143,DOLLARS(millions)
2016,G,Retail Trade,c_6-9,Total assets,1630,DOLLARS(millions)
2016,G,Retail Trade,c_6-9,Fixed tangible assets,245,DOLLARS(millions)
2016,G,Retail Trade,d_10-19,Activity unit,1479,COUNT
2016,G,Retail Trade,d_10-19,Rolling mean employees,19473,COUNT
2016,G,Retail Trade,d_10-19,Salaries and wages paid,737,DOLLARS(millions)
2016,G,Retail Trade,d_10-19,"Sales, government funding, grants and subsidies",6728,DOLLARS(millions)
2016,G,Retail Trade,d_10-19,Total income,6747,DOLLARS(millions)
2016,G,Retail Trade,d_10-19,Total expenditure,6531,DOLLARS(millions)
2016,G,Retail Trade,d_10-19,Operating profit before tax,266,DOLLARS(millions)
2016,G,Retail Trade,d_10-19,Total assets,2357,DOLLARS(millions)
2016,G,Retail Trade,d_10-19,Fixed tangible assets,555,DOLLARS(millions)
2016,G,Retail Trade,e_20-49,Activity unit,642,COUNT
2016,G,Retail Trade,e_20-49,Rolling mean employees,18684,COUNT
2016,G,Retail Trade,e_20-49,Salaries and wages paid,699,DOLLARS(millions)
2016,G,Retail Trade,e_20-49,"Sales, government funding, grants and subsidies",6607,DOLLARS(millions)
2016,G,Retail Trade,e_20-49,Total income,6635,DOLLARS(millions)
2016,G,Retail Trade,e_20-49,Total expenditure,6430,DOLLARS(millions)
2016,G,Retail Trade,e_20-49,Operating profit before tax,208,DOLLARS(millions)
2016,G,Retail Trade,e_20-49,Total assets,1994,DOLLARS(millions)
2016,G,Retail Trade,e_20-49,Fixed tangible assets,262,DOLLARS(millions)
2016,G,Retail Trade,f_50-99,Activity unit,231,COUNT
2016,G,Retail Trade,f_50-99,Rolling mean employees,16263,COUNT
2016,G,Retail Trade,f_50-99,Salaries and wages paid,561,DOLLARS(millions)
2016,G,Retail Trade,f_50-99,"Sales, government funding, grants and subsidies",5759,DOLLARS(millions)
2016,G,Retail Trade,f_50-99,Total income,5777,DOLLARS(millions)
2016,G,Retail Trade,f_50-99,Total expenditure,5615,DOLLARS(millions)
2016,G,Retail Trade,f_50-99,Operating profit before tax,232,DOLLARS(millions)
2016,G,Retail Trade,f_50-99,Total assets,1698,DOLLARS(millions)
2016,G,Retail Trade,f_50-99,Fixed tangible assets,307,DOLLARS(millions)
2016,G,Retail Trade,g_100-199,Activity unit,192,COUNT
2016,G,Retail Trade,g_100-199,Rolling mean employees,27966,COUNT
2016,G,Retail Trade,g_100-199,Salaries and wages paid,937,DOLLARS(millions)
2016,G,Retail Trade,g_100-199,"Sales, government funding, grants and subsidies",9146,DOLLARS(millions)
2016,G,Retail Trade,g_100-199,Total income,9186,DOLLARS(millions)
2016,G,Retail Trade,g_100-199,Total expenditure,8936,DOLLARS(millions)
2016,G,Retail Trade,g_100-199,Operating profit before tax,269,DOLLARS(millions)
2016,G,Retail Trade,g_100-199,Total assets,2660,DOLLARS(millions)
2016,G,Retail Trade,g_100-199,Fixed tangible assets,503,DOLLARS(millions)
2016,G,Retail Trade,h_200+,Activity unit,117,COUNT
2016,G,Retail Trade,h_200+,Rolling mean employees,79068,COUNT
2016,G,Retail Trade,h_200+,Salaries and wages paid,2741,DOLLARS(millions)
2016,G,Retail Trade,h_200+,"Sales, government funding, grants and subsidies",22825,DOLLARS(millions)
2016,G,Retail Trade,h_200+,Total income,22939,DOLLARS(millions)
2016,G,Retail Trade,h_200+,Total expenditure,21935,DOLLARS(millions)
2016,G,Retail Trade,h_200+,Operating profit before tax,1111,DOLLARS(millions)
2016,G,Retail Trade,h_200+,Total assets,8848,DOLLARS(millions)
2016,G,Retail Trade,h_200+,Fixed tangible assets,2083,DOLLARS(millions)
2016,G,Retail Trade,i_Industry_Total,Activity unit,27816,COUNT
2016,G,Retail Trade,i_Industry_Total,Rolling mean employees,201090,COUNT
2016,G,Retail Trade,i_Industry_Total,Salaries and wages paid,7318,DOLLARS(millions)
2016,G,Retail Trade,i_Industry_Total,"Sales, government funding, grants and subsidies",66601,DOLLARS(millions)
2016,G,Retail Trade,i_Industry_Total,Total income,66939,DOLLARS(millions)
2016,G,Retail Trade,i_Industry_Total,Total expenditure,64393,DOLLARS(millions)
2016,G,Retail Trade,i_Industry_Total,Operating profit before tax,C,DOLLARS(millions)
2016,G,Retail Trade,i_Industry_Total,Total assets,25298,DOLLARS(millions)
2016,G,Retail Trade,i_Industry_Total,Fixed tangible assets,5547,DOLLARS(millions)
2016,H,Accommodation and Food Services,a_0,Activity unit,6015,COUNT
2016,H,Accommodation and Food Services,a_0,Rolling mean employees,0,COUNT
2016,H,Accommodation and Food Services,a_0,Salaries and wages paid,120,DOLLARS(millions)
2016,H,Accommodation and Food Services,a_0,"Sales, government funding, grants and subsidies",865,DOLLARS(millions)
2016,H,Accommodation and Food Services,a_0,Total income,901,DOLLARS(millions)
2016,H,Accommodation and Food Services,a_0,Total expenditure,801,DOLLARS(millions)
2016,H,Accommodation and Food Services,a_0,Operating profit before tax,C,DOLLARS(millions)
2016,H,Accommodation and Food Services,a_0,Total assets,2471,DOLLARS(millions)
2016,H,Accommodation and Food Services,a_0,Fixed tangible assets,1698,DOLLARS(millions)
2016,H,Accommodation and Food Services,b_1-5,Activity unit,8133,COUNT
2016,H,Accommodation and Food Services,b_1-5,Rolling mean employees,19965,COUNT
2016,H,Accommodation and Food Services,b_1-5,Salaries and wages paid,475,DOLLARS(millions)
2016,H,Accommodation and Food Services,b_1-5,"Sales, government funding, grants and subsidies",2026,DOLLARS(millions)
2016,H,Accommodation and Food Services,b_1-5,Total income,2057,DOLLARS(millions)
2016,H,Accommodation and Food Services,b_1-5,Total expenditure,1978,DOLLARS(millions)
2016,H,Accommodation and Food Services,b_1-5,Operating profit before tax,68,DOLLARS(millions)
2016,H,Accommodation and Food Services,b_1-5,Total assets,2133,DOLLARS(millions)
2016,H,Accommodation and Food Services,b_1-5,Fixed tangible assets,1228,DOLLARS(millions)
2016,H,Accommodation and Food Services,c_6-9,Activity unit,2655,COUNT
2016,H,Accommodation and Food Services,c_6-9,Rolling mean employees,19104,COUNT
2016,H,Accommodation and Food Services,c_6-9,Salaries and wages paid,438,DOLLARS(millions)
2016,H,Accommodation and Food Services,c_6-9,"Sales, government funding, grants and subsidies",C,DOLLARS(millions)
2016,H,Accommodation and Food Services,c_6-9,Total income,1419,DOLLARS(millions)
2016,H,Accommodation and Food Services,c_6-9,Total expenditure,1383,DOLLARS(millions)
2016,H,Accommodation and Food Services,c_6-9,Operating profit before tax,34,DOLLARS(millions)
2016,H,Accommodation and Food Services,c_6-9,Total assets,963,DOLLARS(millions)
2016,H,Accommodation and Food Services,c_6-9,Fixed tangible assets,502,DOLLARS(millions)
2016,H,Accommodation and Food Services,d_10-19,Activity unit,2409,COUNT
2016,H,Accommodation and Food Services,d_10-19,Rolling mean employees,32052,COUNT
2016,H,Accommodation and Food Services,d_10-19,Salaries and wages paid,748,DOLLARS(millions)
2016,H,Accommodation and Food Services,d_10-19,"Sales, government funding, grants and subsidies",2248,DOLLARS(millions)
2016,H,Accommodation and Food Services,d_10-19,Total income,2261,DOLLARS(millions)
2016,H,Accommodation and Food Services,d_10-19,Total expenditure,2203,DOLLARS(millions)
2016,H,Accommodation and Food Services,d_10-19,Operating profit before tax,61,DOLLARS(millions)
2016,H,Accommodation and Food Services,d_10-19,Total assets,1520,DOLLARS(millions)
2016,H,Accommodation and Food Services,d_10-19,Fixed tangible assets,873,DOLLARS(millions)
2016,H,Accommodation and Food Services,e_20-49,Activity unit,1098,COUNT
2016,H,Accommodation and Food Services,e_20-49,Rolling mean employees,30540,COUNT
2016,H,Accommodation and Food Services,e_20-49,Salaries and wages paid,749,DOLLARS(millions)
2016,H,Accommodation and Food Services,e_20-49,"Sales, government funding, grants and subsidies",2312,DOLLARS(millions)
2016,H,Accommodation and Food Services,e_20-49,Total income,2338,DOLLARS(millions)
2016,H,Accommodation and Food Services,e_20-49,Total expenditure,2207,DOLLARS(millions)
2016,H,Accommodation and Food Services,e_20-49,Operating profit before tax,138,DOLLARS(millions)
2016,H,Accommodation and Food Services,e_20-49,Total assets,1804,DOLLARS(millions)
2016,H,Accommodation and Food Services,e_20-49,Fixed tangible assets,1127,DOLLARS(millions)
2016,H,Accommodation and Food Services,f_50-99,Activity unit,177,COUNT
2016,H,Accommodation and Food Services,f_50-99,Rolling mean employees,12108,COUNT
2016,H,Accommodation and Food Services,f_50-99,Salaries and wages paid,317,DOLLARS(millions)
2016,H,Accommodation and Food Services,f_50-99,"Sales, government funding, grants and subsidies",1051,DOLLARS(millions)
2016,H,Accommodation and Food Services,f_50-99,Total income,1081,DOLLARS(millions)
2016,H,Accommodation and Food Services,f_50-99,Total expenditure,963,DOLLARS(millions)
2016,H,Accommodation and Food Services,f_50-99,Operating profit before tax,119,DOLLARS(millions)
2016,H,Accommodation and Food Services,f_50-99,Total assets,1244,DOLLARS(millions)
2016,H,Accommodation and Food Services,f_50-99,Fixed tangible assets,719,DOLLARS(millions)
2016,H,Accommodation and Food Services,g_100-199,Activity unit,66,COUNT
2016,H,Accommodation and Food Services,g_100-199,Rolling mean employees,9315,COUNT
2016,H,Accommodation and Food Services,g_100-199,Salaries and wages paid,270,DOLLARS(millions)
2016,H,Accommodation and Food Services,g_100-199,"Sales, government funding, grants and subsidies",949,DOLLARS(millions)
2016,H,Accommodation and Food Services,g_100-199,Total income,954,DOLLARS(millions)
2016,H,Accommodation and Food Services,g_100-199,Total expenditure,810,DOLLARS(millions)
2016,H,Accommodation and Food Services,g_100-199,Operating profit before tax,162,DOLLARS(millions)
2016,H,Accommodation and Food Services,g_100-199,Total assets,1023,DOLLARS(millions)
2016,H,Accommodation and Food Services,g_100-199,Fixed tangible assets,579,DOLLARS(millions)
2016,H,Accommodation and Food Services,h_200+,Activity unit,30,COUNT
2016,H,Accommodation and Food Services,h_200+,Rolling mean employees,20058,COUNT
2016,H,Accommodation and Food Services,h_200+,Salaries and wages paid,561,DOLLARS(millions)
2016,H,Accommodation and Food Services,h_200+,"Sales, government funding, grants and subsidies",1916,DOLLARS(millions)
2016,H,Accommodation and Food Services,h_200+,Total income,1931,DOLLARS(millions)
2016,H,Accommodation and Food Services,h_200+,Total expenditure,1761,DOLLARS(millions)
2016,H,Accommodation and Food Services,h_200+,Operating profit before tax,179,DOLLARS(millions)
2016,H,Accommodation and Food Services,h_200+,Total assets,2518,DOLLARS(millions)
2016,H,Accommodation and Food Services,h_200+,Fixed tangible assets,1602,DOLLARS(millions)
2016,H,Accommodation and Food Services,i_Industry_Total,Activity unit,20586,COUNT
2016,H,Accommodation and Food Services,i_Industry_Total,Rolling mean employees,143142,COUNT
2016,H,Accommodation and Food Services,i_Industry_Total,Salaries and wages paid,3677,DOLLARS(millions)
2016,H,Accommodation and Food Services,i_Industry_Total,"Sales, government funding, grants and subsidies",C,DOLLARS(millions)
2016,H,Accommodation and Food Services,i_Industry_Total,Total income,12942,DOLLARS(millions)
2016,H,Accommodation and Food Services,i_Industry_Total,Total expenditure,12106,DOLLARS(millions)
2016,H,Accommodation and Food Services,i_Industry_Total,Operating profit before tax,C,DOLLARS(millions)
2016,H,Accommodation and Food Services,i_Industry_Total,Total assets,13676,DOLLARS(millions)
2016,H,Accommodation and Food Services,i_Industry_Total,Fixed tangible assets,8328,DOLLARS(millions)
2016,I,"Transport, Postal and Warehousing",a_0,Activity unit,10005,COUNT
2016,I,"Transport, Postal and Warehousing",a_0,Rolling mean employees,0,COUNT
2016,I,"Transport, Postal and Warehousing",a_0,Salaries and wages paid,134,DOLLARS(millions)
2016,I,"Transport, Postal and Warehousing",a_0,"Sales, government funding, grants and subsidies",1469,DOLLARS(millions)
2016,I,"Transport, Postal and Warehousing",a_0,Total income,1495,DOLLARS(millions)
2016,I,"Transport, Postal and Warehousing",a_0,Total expenditure,1195,DOLLARS(millions)
2016,I,"Transport, Postal and Warehousing",a_0,Operating profit before tax,299,DOLLARS(millions)
2016,I,"Transport, Postal and Warehousing",a_0,Total assets,5882,DOLLARS(millions)
2016,I,"Transport, Postal and Warehousing",a_0,Fixed tangible assets,4873,DOLLARS(millions)
2016,I,"Transport, Postal and Warehousing",b_1-5,Activity unit,4107,COUNT
2016,I,"Transport, Postal and Warehousing",b_1-5,Rolling mean employees,8358,COUNT
2016,I,"Transport, Postal and Warehousing",b_1-5,Salaries and wages paid,383,DOLLARS(millions)
2016,I,"Transport, Postal and Warehousing",b_1-5,"Sales, government funding, grants and subsidies",1643,DOLLARS(millions)
2016,I,"Transport, Postal and Warehousing",b_1-5,Total income,1671,DOLLARS(millions)
2016,I,"Transport, Postal and Warehousing",b_1-5,Total expenditure,1611,DOLLARS(millions)
2016,I,"Transport, Postal and Warehousing",b_1-5,Operating profit before tax,62,DOLLARS(millions)
2016,I,"Transport, Postal and Warehousing",b_1-5,Total assets,1832,DOLLARS(millions)
2016,I,"Transport, Postal and Warehousing",b_1-5,Fixed tangible assets,996,DOLLARS(millions)
2016,I,"Transport, Postal and Warehousing",c_6-9,Activity unit,543,COUNT
2016,I,"Transport, Postal and Warehousing",c_6-9,Rolling mean employees,3771,COUNT
2016,I,"Transport, Postal and Warehousing",c_6-9,Salaries and wages paid,177,DOLLARS(millions)
2016,I,"Transport, Postal and Warehousing",c_6-9,"Sales, government funding, grants and subsidies",723,DOLLARS(millions)
2016,I,"Transport, Postal and Warehousing",c_6-9,Total income,736,DOLLARS(millions)
2016,I,"Transport, Postal and Warehousing",c_6-9,Total expenditure,636,DOLLARS(millions)
2016,I,"Transport, Postal and Warehousing",c_6-9,Operating profit before tax,111,DOLLARS(millions)
2016,I,"Transport, Postal and Warehousing",c_6-9,Total assets,834,DOLLARS(millions)
2016,I,"Transport, Postal and Warehousing",c_6-9,Fixed tangible assets,282,DOLLARS(millions)
2016,I,"Transport, Postal and Warehousing",d_10-19,Activity unit,657,COUNT
2016,I,"Transport, Postal and Warehousing",d_10-19,Rolling mean employees,9090,COUNT
2016,I,"Transport, Postal and Warehousing",d_10-19,Salaries and wages paid,418,DOLLARS(millions)
2016,I,"Transport, Postal and Warehousing",d_10-19,"Sales, government funding, grants and subsidies",1598,DOLLARS(millions)
2016,I,"Transport, Postal and Warehousing",d_10-19,Total income,1635,DOLLARS(millions)
2016,I,"Transport, Postal and Warehousing",d_10-19,Total expenditure,1479,DOLLARS(millions)
